Power (mW)
24.36
24.36
24.36
24.36
24.36
24.36
24.36
24.36
28.7
28.7
28.7
28.7
27.58
27.58
27.58
27.58
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.5
24.5
24.5
24.5
27.58
27.58
27.58
27.58
28.28
28.28
28.28
28.28
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.36
24.36
24.36
24.36
24.36
24.36
24.36
24.36
28.42
28.42
28.42
28.42
28
28
28
28
28
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
24.08
24.08
24.08
24.08
24.08
24.36
24.36
24.36
24.36
26.88
26.88
26.88
26.88
28.42
28.42
28.42
28.42
24.5
24.5
24.5
24.5
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
23.8
