Power (mW)
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
16.24
16.24
16.52
16.52
16.8
16.8
13.02
13.02
12.88
12.88
12.88
12.88
13.3
13.3
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.32
12.32
12.88
12.88
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.02
13.02
13.58
13.58
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.3
13.3
13.3
13.3
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.3
13.3
13.02
13.02
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.58
13.58
13.58
13.02
13.02
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.88
12.88
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
16.24
16.24
16.8
16.8
16.8
16.8
14.7
14.7
12.88
12.88
14
14
13.3
13.3
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.88
12.88
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.88
12.88
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.02
13.02
13.58
13.58
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.3
13.3
13.3
13.3
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.32
12.32
12.32
12.32
12.32
13.3
13.3
13.02
13.02
12.32
12.32
12.6
12.6
12.6
12.6
12.32
12.32
12.32
12.32
12.32
12.32
13.58
13.58
13.02
13.02
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
13.58
13.58
12.88
12.88
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
13.58
13.58
12.6
12.6
12.32
12.32
12.6
12.6
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
13.72
13.72
13.72
12.6
12.6
12.6
12.6
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.32
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.58
13.58
13.58
12.32
12.32
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
16.1
16.1
16.52
16.52
16.52
16.52
17.64
17.64
12.88
12.88
12.88
12.88
12.88
13.02
13.02
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
12.6
13.72
13.72
12.6
12.6
12.6
12.6
12.6
12.6
