Power (mW)
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
59.36
59.36
20.58
20.58
20.86
20.86
20.86
20.86
16.94
16.94
18.06
18.06
16.94
16.94
106.4
106.4
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
108.78
108.78
20.58
20.58
20.58
20.58
20.86
20.86
20.86
102.06
102.06
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
108.22
108.22
20.58
20.58
20.58
20.58
20.86
20.86
90.86
90.86
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
107.8
107.8
20.58
20.58
20.58
20.58
20.58
21.84
21.84
18.34
18.34
16.94
16.94
16.94
16.94
16.52
16.52
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
49.84
49.84
20.58
20.58
20.86
20.86
20.44
20.44
106.4
106.4
106.26
106.26
106.26
106.4
106.4
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
106.26
